#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2005-01-01 00:00:00+00:00 2017-06-26 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
SUX,2005-01-04 10:52,-96.3795,42.3917,19.04,12.92,76.66,360.00,8.00,M,30.42,1032.30,10.00,M,OVC,   ,   ,M,2300.00,M,M,M,M,M,M,M,M,M,M,8.15,METAR KSUX 041052Z 36008KT 10SM OVC023 M07/M11 A3042 RMK AO2 SLP323 T10721106
SUX,2005-01-04 12:52,-96.3795,42.3917,17.96,10.94,73.56,10.00,11.00,M,30.40,1031.50,10.00,M,SCT,OVC,   ,M,2700.00,3300.00,M,M,M,M,M,M,M,M,M,4.72,METAR KSUX 041252Z 01011KT 10SM SCT027 OVC033 M08/M12 A3040 RMK AO2 SLP315 T10781117
SUX,2005-01-04 13:52,-96.3795,42.3917,17.96,10.94,73.56,10.00,10.00,M,30.42,1032.30,10.00,M,OVC,   ,   ,M,3100.00,M,M,M,M,M,M,M,M,M,M,5.36,METAR KSUX 041352Z 01010KT 10SM OVC031 M08/M12 A3042 RMK AO2 SLP323 T10781117
SUX,2005-01-04 14:52,-96.3795,42.3917,17.96,10.04,70.66,10.00,9.00,M,30.43,1032.50,10.00,M,OVC,   ,   ,M,3300.00,M,M,M,M,M,M,M,M,M,M,6.06,METAR KSUX 041452Z 01009KT 10SM OVC033 M08/M12 A3043 RMK AO2 SLP325 T10781122 53004
SUX,2005-01-04 15:52,-96.3795,42.3917,17.96,10.04,70.66,10.00,11.00,M,30.46,1033.60,10.00,M,OVC,   ,   ,M,3200.00,M,M,M,M,M,M,M,M,M,M,4.72,METAR KSUX 041552Z 01011KT 10SM OVC032 M08/M12 A3046 RMK AO2 SLP336 T10781122
SUX,2005-01-04 16:52,-96.3795,42.3917,17.96,8.96,67.33,30.00,13.00,M,30.46,1033.40,10.00,M,OVC,   ,   ,M,3000.00,M,M,M,M,M,M,M,M,M,M,3.58,METAR KSUX 041652Z 03013KT 10SM OVC030 M08/M13 A3046 RMK AO2 SLP334 T10781128
SUX,2005-01-04 17:52,-96.3795,42.3917,17.96,8.06,64.65,10.00,11.00,M,30.48,1034.00,10.00,M,OVC,   ,   ,M,3200.00,M,M,M,M,M,M,M,M,M,M,4.72,METAR KSUX 041752Z 01011KT 10SM OVC032 M08/M13 A3048 RMK AO2 SLP340 T10781133 11078 21078 51014
SUX,2005-01-04 18:52,-96.3795,42.3917,17.06,6.98,64.01,30.00,11.00,M,30.45,1033.20,10.00,M,OVC,   ,   ,M,3200.00,M,M,M,M,M,M,M,M,M,M,3.59,METAR KSUX 041852Z 03011KT 10SM OVC032 M08/M14 A3045 RMK AO2 SLP332 T10831139
SUX,2005-01-04 19:52,-96.3795,42.3917,17.06,8.06,67.21,20.00,18.00,M,30.38,1030.90,10.00,M,OVC,   ,   ,M,3000.00,M,M,M,M,M,M,M,M,M,M,0.08,METAR KSUX 041952Z 02018KT 10SM OVC030 M08/M13 A3038 RMK AO2 SNB08E31 SLP309 P0000 T10831133
SUX,2005-01-04 20:52,-96.3795,42.3917,15.98,8.96,73.34,10.00,15.00,M,30.42,1032.20,1.50,M,FEW,OVC,   ,M,1900.00,3400.00,M,M,-SN,M,M,M,M,M,M,0.01,METAR KSUX 042052Z 01015KT 1 1/2SM -SN FEW019 OVC034 M09/M13 A3042 RMK AO2 SNB10 SLP322 P0000 60000 T10891128 55019
SUX,2005-01-04 21:52,-96.3795,42.3917,15.98,10.94,80.13,10.00,15.00,M,30.42,1032.20,1.25,M,OVC,   ,   ,M,1300.00,M,M,M,-SN,M,M,M,M,M,M,0.01,METAR KSUX 042152Z 01015KT 1 1/4SM -SN OVC013 M09/M12 A3042 RMK AO2 SLP322 P0000 T10891117
SUX,2005-01-04 22:52,-96.3795,42.3917,14.00,8.96,79.96,10.00,17.00,M,30.44,1033.00,1.50,M,BKN,OVC,   ,M,1300.00,4900.00,M,M,-SN,M,M,M,M,M,M,-3.51,METAR KSUX 042252Z 01017KT 1 1/2SM -SN BKN013 OVC049 M10/M13 A3044 RMK AO2 PRESRR SLP330 P0000 T11001128
SUX,2005-01-04 23:52,-96.3795,42.3917,12.92,6.98,76.68,10.00,13.00,M,30.43,1032.70,3.00,21.00,OVC,   ,   ,M,1500.00,M,M,M,-SN,M,M,M,M,M,M,-2.88,METAR KSUX 042352Z 01013G21KT 3SM -SN OVC015 M11/M14 A3043 RMK AO2 SLP327 P0000 60000 T11061139 11078 21106 50004
SUX,2005-01-05 00:52,-96.3795,42.3917,12.02,6.08,76.59,10.00,12.00,M,30.46,1033.70,2.50,M,FEW,OVC,   ,M,2300.00,4300.00,M,M,-SN,M,M,M,M,M,M,-3.43,METAR KSUX 050052Z 01012KT 2 1/2SM -SN FEW023 OVC043 M11/M14 A3046 RMK AO2 SNE08B41 SLP337 P0000 T11111144
SUX,2005-01-05 01:52,-96.3795,42.3917,12.02,6.08,76.59,10.00,12.00,M,30.47,1034.00,2.50,M,OVC,   ,   ,M,1700.00,M,M,M,-SN,M,M,M,M,M,M,-3.43,METAR KSUX 050152Z 01012KT 2 1/2SM -SN OVC017 M11/M14 A3047 RMK AO2 SLP340 P0000 T11111144
SUX,2005-01-05 02:52,-96.3795,42.3917,10.94,6.08,80.35,360.00,13.00,M,30.46,1033.90,1.50,M,OVC,   ,   ,M,1100.00,M,M,M,-SN,M,M,M,M,M,M,-5.41,METAR KSUX 050252Z 36013KT 1 1/2SM -SN OVC011 M12/M14 A3046 RMK AO2 SLP339 P0000 60000 T11171144 50011
SUX,2005-01-05 03:52,-96.3795,42.3917,10.94,5.00,76.49,10.00,14.00,M,30.47,1034.00,1.75,22.00,OVC,   ,   ,M,1300.00,M,M,M,-SN,M,M,M,M,M,M,-5.98,METAR KSUX 050352Z 01014G22KT 1 3/4SM -SN OVC013 M12/M15 A3047 RMK AO2 SLP340 P0000 T11171150
SUX,2005-01-05 04:52,-96.3795,42.3917,10.04,3.02,72.69,10.00,14.00,M,30.46,1033.90,10.00,M,BKN,OVC,   ,M,4300.00,5000.00,M,M,M,M,M,M,M,M,M,-7.14,METAR KSUX 050452Z 01014KT 10SM BKN043 OVC050 M12/M16 A3046 RMK AO2 SNE10 SLP339 P0000 T11221161
SUX,2005-01-05 05:52,-96.3795,42.3917,10.04,3.02,72.69,10.00,14.00,M,30.46,1033.60,10.00,22.00,SCT,OVC,   ,M,4500.00,5000.00,M,M,M,M,M,M,M,M,M,-7.14,METAR KSUX 050552Z AUTO 01014G22KT 10SM SCT045 OVC050 M12/M16 A3046 RMK AO2 SLP336 60000 T11221161 11106 21122 410721122 58003
SUX,2005-01-05 06:52,-96.3795,42.3917,8.96,1.94,72.56,10.00,18.00,M,30.46,1033.80,9.00,21.00,SCT,OVC,   ,M,3900.00,5000.00,M,M,M,M,M,M,M,M,M,-10.58,METAR KSUX 050652Z AUTO 01018G21KT 9SM SCT039 OVC050 M13/M17 A3046 RMK AO2 SLP338 T11281167
SUX,2005-01-05 07:52,-96.3795,42.3917,8.06,1.94,75.56,10.00,19.00,M,30.41,1032.10,4.00,24.00,BKN,OVC,   ,M,2300.00,3900.00,M,M,-SN,M,M,M,M,M,M,-12.22,METAR KSUX 050752Z AUTO 01019G24KT 4SM -SN BKN023 OVC039 M13/M17 A3041 RMK AO2 SNB36 PRESFR SLP321 P0000 T11331167
SUX,2005-01-05 08:52,-96.3795,42.3917,6.98,1.94,79.35,10.00,15.00,M,30.42,1032.60,2.50,M,OVC,   ,   ,M,1300.00,M,M,M,-SN,M,M,M,27.00,20.00,2005-01-05 08:05,-11.66,METAR KSUX 050852Z AUTO 01015KT 2 1/2SM -SN OVC013 M14/M17 A3042 RMK AO2 PK WND 02027/0805 SLP326 P0000 60000 T11391167 55010
SUX,2005-01-05 09:52,-96.3795,42.3917,6.98,-0.04,72.34,10.00,15.00,M,30.41,1032.00,4.00,M,OVC,   ,   ,M,4500.00,M,M,M,HZ,M,M,M,M,M,M,-11.66,METAR KSUX 050952Z AUTO 01015KT 4SM HZ OVC045 M14/M18 A3041 RMK AO2 SNE49 PRESFR SLP320 P0000 T11391178
SUX,2005-01-05 10:52,-96.3795,42.3917,6.08,-0.04,75.36,360.00,15.00,M,30.39,1031.70,3.00,21.00,SCT,BKN,OVC,M,2100.00,2700.00,4700.00,M,-SN,M,M,M,M,M,M,-12.82,METAR KSUX 051052Z AUTO 36015G21KT 3SM -SN SCT021 BKN027 OVC047 M14/M18 A3039 RMK AO2 SNB34 PRESFR SLP317 P0000 T11441178
SUX,2005-01-05 11:52,-96.3795,42.3917,6.08,-0.94,72.24,360.00,21.00,M,30.37,1030.90,3.00,M,SCT,BKN,OVC,M,2500.00,3600.00,6000.00,M,-SN,M,M,M,M,M,M,-15.72,METAR KSUX 051152Z AUTO 36021KT 3SM -SN SCT025 BKN036 OVC060 M14/M18 A3037 RMK AO2 SNE20B47 PRESFR SLP309 P0000 60000 T11441183 11122 21144 58018
SUX,2005-01-05 12:52,-96.3795,42.3917,5.00,-0.94,75.89,10.00,15.00,M,30.42,1032.70,2.50,M,OVC,   ,   ,M,1700.00,M,M,M,-SN,M,M,M,M,M,M,-14.22,METAR KSUX 051252Z 01015KT 2 1/2SM -SN OVC017 M15/M18 A3042 RMK AO2 SNE12B48 SLP327 P0000 T11501183
SUX,2005-01-05 13:52,-96.3795,42.3917,3.92,-0.94,79.74,10.00,16.00,M,30.41,1032.30,2.50,M,OVC,   ,   ,M,2100.00,M,M,M,-SN,M,M,M,M,M,M,-16.18,METAR KSUX 051352Z 01016KT 2 1/2SM -SN OVC021 M16/M18 A3041 RMK AO2 SLP323 P0000 T11561183
SUX,2005-01-05 14:52,-96.3795,42.3917,3.02,-2.02,78.99,360.00,15.00,0.01,30.42,1032.90,0.50,M,VV ,   ,   ,M,500.00,M,M,M,SN,M,M,M,M,M,M,-16.79,METAR KSUX 051452Z 36015KT 1/2SM SN VV005 M16/M19 A3042 RMK AO2 SLP329 P0001 60001 T11611189 51017
SUX,2005-01-05 15:52,-96.3795,42.3917,3.02,-2.02,78.99,10.00,13.00,M,30.43,1033.30,0.50,M,VV ,   ,   ,M,400.00,M,M,M,SN,M,M,M,M,M,M,-15.56,METAR KSUX 051552Z 01013KT 1/2SM SN VV004 M16/M19 A3043 RMK AO2 SLP333 P0000 T11611189
SUX,2005-01-05 16:52,-96.3795,42.3917,3.02,-2.02,78.99,10.00,11.00,0.01,30.42,1032.90,1.00,M,VV ,   ,   ,M,200.00,M,M,M,-SN,M,M,M,M,M,M,-14.16,METAR KSUX 051652Z 01011KT 1SM -SN VV002 M16/M19 A3042 RMK AO2 SLP329 P0001 T11611189
SUX,2005-01-05 17:52,-96.3795,42.3917,3.92,-2.02,75.78,360.00,13.00,M,30.37,1031.30,2.00,M,OVC,   ,   ,M,2100.00,M,M,M,-SN,M,M,M,M,M,M,-14.41,METAR KSUX 051752Z 36013KT 2SM -SN OVC021 M16/M19 A3037 RMK AO2 PRESFR SLP313 P0000 60002 T11561189 11150 21161 58016
SUX,2005-01-05 18:52,-96.3795,42.3917,5.00,-0.94,75.89,10.00,12.00,M,30.32,1029.50,3.00,M,OVC,   ,   ,M,2300.00,M,M,M,-SN,M,M,M,M,M,M,-12.36,METAR KSUX 051852Z 01012KT 3SM -SN OVC023 M15/M18 A3032 RMK AO2 SLP295 P0000 T11501183
SUX,2005-01-05 19:52,-96.3795,42.3917,6.08,-0.04,75.36,360.00,13.00,M,30.30,1028.60,3.00,M,BKN,OVC,   ,M,1500.00,2700.00,M,M,-SN,M,M,M,M,M,M,-11.64,METAR KSUX 051952Z 36013KT 3SM -SN BKN015 OVC027 M14/M18 A3030 RMK AO2 SLP286 P0000 T11441178
SUX,2005-01-05 20:52,-96.3795,42.3917,6.08,-0.04,75.36,10.00,14.00,M,30.27,1027.80,3.00,M,OVC,   ,   ,M,1700.00,M,M,M,-SN,M,M,M,M,M,M,-12.25,METAR KSUX 052052Z 01014KT 3SM -SN OVC017 M14/M18 A3027 RMK AO2 SLP278 P0000 60000 T11441178 56033
SUX,2005-01-05 21:52,-96.3795,42.3917,6.08,-0.04,75.36,350.00,12.00,M,30.27,1027.60,3.00,M,BKN,OVC,   ,M,1900.00,2900.00,M,M,-SN,M,M,M,M,M,M,-10.99,METAR KSUX 052152Z 35012KT 3SM -SN BKN019 OVC029 M14/M18 A3027 RMK AO2 SLP276 P0000 T11441178
SUX,2005-01-05 22:52,-96.3795,42.3917,6.08,1.04,79.27,360.00,14.00,M,30.25,1027.00,1.50,M,OVC,   ,   ,M,2100.00,M,M,M,-SN,M,M,M,M,M,M,-12.25,METAR KSUX 052252Z 36014KT 1 1/2SM -SN OVC021 M14/M17 A3025 RMK AO2 SLP270 P0000 T11441172
SUX,2005-01-05 23:52,-96.3795,42.3917,6.08,-0.04,75.36,350.00,13.00,M,30.26,1027.50,2.00,M,OVC,   ,   ,M,1700.00,M,M,M,-SN,M,M,M,M,M,M,-11.64,METAR KSUX 052352Z 35013KT 2SM -SN OVC017 M14/M18 A3026 RMK AO2 SLP275 P0000 60000 T11441178 11144 21156 55004
SUX,2005-01-06 00:52,-96.3795,42.3917,6.08,1.04,79.27,350.00,14.00,M,30.25,1027.00,1.50,M,OVC,   ,   ,M,500.00,M,M,M,-SN,M,M,M,M,M,M,-12.25,METAR KSUX 060052Z 35014KT 1 1/2SM -SN OVC005 M14/M17 A3025 RMK AO2 SLP270 P0000 T11441172
SUX,2005-01-06 01:52,-96.3795,42.3917,6.08,1.04,79.27,340.00,10.00,M,30.25,1027.20,1.75,M,OVC,   ,   ,M,500.00,M,M,M,-SN,M,M,M,M,M,M,-9.54,METAR KSUX 060152Z 34010KT 1 3/4SM -SN OVC005 M14/M17 A3025 RMK AO2 SLP272 P0000 T11441172
SUX,2005-01-06 02:52,-96.3795,42.3917,6.08,1.04,79.27,340.00,13.00,M,30.23,1026.40,2.50,M,BKN,OVC,   ,M,2900.00,4700.00,M,M,-SN,M,M,M,M,M,M,-11.64,METAR KSUX 060252Z 34013KT 2 1/2SM -SN BKN029 OVC047 M14/M17 A3023 RMK AO2 SLP264 P0000 60000 T11441172 58012
SUX,2005-01-06 03:52,-96.3795,42.3917,6.08,-0.04,75.36,340.00,12.00,M,30.21,1025.80,10.00,M,BKN,BKN,OVC,M,3300.00,4100.00,4900.00,M,M,M,M,M,M,M,M,-10.99,METAR KSUX 060352Z 34012KT 10SM BKN033 BKN041 OVC049 M14/M18 A3021 RMK AO2 SNE25 SLP258 P0000 T11441178
SUX,2005-01-06 04:52,-96.3795,42.3917,6.08,-0.04,75.36,340.00,12.00,M,30.20,1025.50,5.00,M,BKN,BKN,BKN,M,2900.00,4100.00,5000.00,M,-SN,M,M,M,M,M,M,-10.99,METAR KSUX 060452Z 34012KT 5SM -SN BKN029 BKN041 BKN050 M14/M18 A3020 RMK AO2 SNB28 SLP255 P0000 T11441178
SUX,2005-01-06 05:52,-96.3795,42.3917,6.08,1.04,79.27,330.00,11.00,M,30.18,1024.80,2.50,M,BKN,OVC,   ,M,2300.00,3700.00,M,M,-SN,M,M,M,M,M,M,-10.29,METAR KSUX 060552Z 33011KT 2 1/2SM -SN BKN023 OVC037 M14/M17 A3018 RMK AO2 SLP248 P0000 60000 T11441172 11144 21144 411221161 58015
SUX,2005-01-06 06:52,-96.3795,42.3917,6.08,1.04,79.27,330.00,12.00,M,30.16,1023.90,4.00,M,OVC,   ,   ,M,1700.00,M,M,M,-SN,M,M,M,M,M,M,-10.99,METAR KSUX 060652Z 33012KT 4SM -SN OVC017 M14/M17 A3016 RMK AO2 SLP239 P0000 T11441172
SUX,2005-01-06 07:52,-96.3795,42.3917,3.92,-0.94,79.74,330.00,13.00,M,30.14,1023.50,7.00,M,BKN,OVC,   ,M,1700.00,2700.00,M,M,M,M,M,M,M,M,M,-14.41,METAR KSUX 060752Z 33013KT 7SM BKN017 OVC027 M16/M18 A3014 RMK AO2 SNE34 SLP235 P0000 T11561183
SUX,2005-01-06 08:52,-96.3795,42.3917,3.02,-0.94,83.12,340.00,11.00,M,30.14,1023.50,10.00,M,OVC,   ,   ,M,2000.00,M,M,M,M,M,M,M,M,M,M,-14.16,METAR KSUX 060852Z 34011KT 10SM OVC020 M16/M18 A3014 RMK AO2 SLP235 60000 T11611183 56013
SUX,2005-01-06 09:52,-96.3795,42.3917,3.02,-2.02,78.99,320.00,12.00,M,30.13,1023.10,10.00,M,FEW,OVC,   ,M,1900.00,2500.00,M,M,M,M,M,M,M,M,M,-14.88,METAR KSUX 060952Z 32012KT 10SM FEW019 OVC025 M16/M19 A3013 RMK AO2 SLP231 T11611189
SUX,2005-01-06 10:52,-96.3795,42.3917,1.04,-4.00,78.81,330.00,11.00,M,30.12,1022.80,10.00,M,FEW,OVC,   ,M,1600.00,2300.00,M,M,M,M,M,M,M,M,M,-16.66,METAR KSUX 061052Z 33011KT 10SM FEW016 OVC023 M17/M20 A3012 RMK AO2 SLP228 T11721200
SUX,2005-01-06 11:52,-96.3795,42.3917,-0.94,-4.00,86.47,320.00,10.00,M,30.11,1022.50,3.00,M,SCT,SCT,   ,M,300.00,900.00,M,M,BR,M,M,M,M,M,M,-18.34,METAR KSUX 061152Z 32010KT 3SM BR SCT003 SCT009 M18/M20 A3011 RMK AO2 SLP225 60000 70002 T11831200 11144 21183 58010
SUX,2005-01-06 12:52,-96.3795,42.3917,-4.00,-9.04,78.33,330.00,5.00,M,30.09,1022.00,3.00,M,OVC,   ,   ,M,300.00,M,M,M,HZ,M,M,M,M,M,M,-16.36,METAR KSUX 061252Z 33005KT 3SM HZ OVC003 M20/M23 A3009 RMK AO2 SLP220 T12001228
SUX,2005-01-06 13:52,-96.3795,42.3917,-5.08,-9.94,78.92,280.00,8.00,M,30.11,1022.40,10.00,M,BKN,   ,   ,M,400.00,M,M,M,M,M,M,M,M,M,M,-21.56,METAR KSUX 061352Z 28008KT 10SM BKN004 M21/M23 A3011 RMK AO2 SLP224 T12061233
SUX,2005-01-06 14:52,-96.3795,42.3917,-5.08,-9.04,82.50,290.00,5.00,M,30.10,1022.20,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,-17.64,METAR KSUX 061452Z 29005KT 10SM CLR M21/M23 A3010 RMK AO2 SLP222 T12061228 56004
SUX,2005-01-06 15:52,-96.3795,42.3917,-4.00,-9.04,78.33,260.00,3.00,M,30.10,1022.00,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,-12.47,METAR KSUX 061552Z 26003KT 10SM CLR M20/M23 A3010 RMK AO2 SLP220 T12001228
SUX,2005-01-06 16:52,-96.3795,42.3917,-0.94,-7.06,74.61,170.00,3.00,M,30.08,1021.30,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,-8.97,METAR KSUX 061652Z 17003KT 10SM CLR M18/M22 A3008 RMK AO2 SLP213 T11831217
SUX,2005-01-06 17:52,-96.3795,42.3917,1.94,-5.08,71.75,120.00,5.00,M,30.04,1019.90,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,-9.30,METAR KSUX 061752Z 12005KT 10SM CLR M17/M21 A3004 RMK AO2 SLP199 T11671206 11167 21228 58020
SUX,2005-01-06 18:52,-96.3795,42.3917,3.92,-2.92,72.61,120.00,5.00,M,30.01,1018.80,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,-6.95,METAR KSUX 061852Z 12005KT 10SM CLR M16/M19 A3001 RMK AO2 SLP188 T11561194
SUX,2005-01-06 19:52,-96.3795,42.3917,6.98,-0.04,72.34,140.00,7.00,M,29.97,1017.60,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,-5.72,METAR KSUX 061952Z 14007KT 10SM CLR M14/M18 A2997 RMK AO2 SLP176 T11391178
SUX,2005-01-06 20:52,-96.3795,42.3917,8.96,-0.04,66.16,160.00,8.00,M,29.96,1017.00,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,-4.27,METAR KSUX 062052Z 16008KT 10SM CLR M13/M18 A2996 RMK AO2 SLP170 T11281178 56026
SUX,2005-01-06 21:52,-96.3795,42.3917,6.98,-0.04,72.34,150.00,9.00,M,29.95,1016.90,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,-7.60,METAR KSUX 062152Z 15009KT 10SM CLR M14/M18 A2995 RMK AO2 SLP169 T11391178
SUX,2005-01-06 22:52,-96.3795,42.3917,6.98,-0.04,72.34,160.00,12.00,M,29.95,1016.70,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,-9.84,METAR KSUX 062252Z 16012KT 10SM CLR M14/M18 A2995 RMK AO2 SLP167 T11391178
SUX,2005-01-06 23:52,-96.3795,42.3917,5.00,-0.94,75.89,150.00,10.00,M,29.92,1016.10,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,-10.89,METAR KSUX 062352Z 15010KT 10SM CLR M15/M18 A2992 RMK AO2 SLP161 T11501183 11128 21167 58011
SUX,2005-01-07 00:52,-96.3795,42.3917,5.00,-0.94,75.89,150.00,8.00,M,29.92,1016.10,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,-9.15,METAR KSUX 070052Z 15008KT 10SM CLR M15/M18 A2992 RMK AO2 SLP161 T11501183
SUX,2005-01-07 01:52,-96.3795,42.3917,5.00,-0.94,75.89,150.00,12.00,M,29.91,1015.90,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,-12.36,METAR KSUX 070152Z 15012KT 10SM CLR M15/M18 A2991 RMK AO2 SLP159 T11501183
SUX,2005-01-07 02:52,-96.3795,42.3917,6.08,-0.04,75.36,160.00,13.00,M,29.91,1015.80,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,-11.64,METAR KSUX 070252Z 16013KT 10SM CLR M14/M18 A2991 RMK AO2 SLP158 T11441178 56003
SUX,2005-01-07 03:52,-96.3795,42.3917,6.98,1.94,79.35,160.00,8.00,M,29.92,1016.10,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,-6.71,METAR KSUX 070352Z 16008KT 10SM CLR M14/M17 A2992 RMK AO2 SLP161 T11391167
SUX,2005-01-07 04:52,-96.3795,42.3917,6.98,1.94,79.35,170.00,11.00,M,29.92,1016.00,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,-9.15,METAR KSUX 070452Z 17011KT 10SM CLR M14/M17 A2992 RMK AO2 SLP160 T11391167
SUX,2005-01-07 05:52,-96.3795,42.3917,10.04,5.00,79.62,180.00,14.00,M,29.93,1016.00,4.00,M,BKN,OVC,   ,M,800.00,1300.00,M,M,HZ,M,M,M,M,M,M,-7.14,METAR KSUX 070552Z 18014KT 4SM HZ BKN008 OVC013 M12/M15 A2993 RMK AO2 UPB40E50 SLP160 P0000 60000 T11221150 11122 21156 411221228 51005
SUX,2005-01-07 06:52,-96.3795,42.3917,10.94,6.98,83.71,180.00,14.00,M,29.93,1015.80,2.50,M,OVC,   ,   ,M,1100.00,M,M,M,-SN BR,M,M,M,M,M,M,-5.98,METAR KSUX 070652Z 18014KT 2 1/2SM -SN BR OVC011 M12/M14 A2993 RMK AO2 UPB07E23SNB39 SLP158 P0000 T11171139
SUX,2005-01-07 07:52,-96.3795,42.3917,12.02,8.06,83.78,130.00,14.00,M,29.90,1014.90,5.00,M,OVC,   ,   ,M,1100.00,M,M,M,BR,M,M,M,M,M,M,-4.59,METAR KSUX 070752Z 13014KT 5SM BR OVC011 M11/M13 A2990 RMK AO2 SNE33 SLP149 P0000 T11111133
SUX,2005-01-07 08:52,-96.3795,42.3917,15.08,10.94,83.33,130.00,14.00,M,29.90,1014.80,7.00,M,OVC,   ,   ,M,1100.00,M,M,M,M,M,M,M,M,M,M,-0.65,METAR KSUX 070852Z 13014KT 7SM OVC011 M09/M12 A2990 RMK AO2 SLP148 60000 T10941117 55009
SUX,2005-01-07 09:52,-96.3795,42.3917,15.98,12.92,87.47,170.00,11.00,M,29.90,1014.90,7.00,M,OVC,   ,   ,M,900.00,M,M,M,M,M,M,M,M,M,M,2.22,METAR KSUX 070952Z 17011KT 7SM OVC009 M09/M11 A2990 RMK AO2 SLP149 T10891106
SUX,2005-01-07 10:52,-96.3795,42.3917,17.06,12.02,80.22,190.00,14.00,M,29.90,1014.80,8.00,M,OVC,   ,   ,M,900.00,M,M,M,M,M,M,M,M,M,M,1.90,METAR KSUX 071052Z 19014KT 8SM OVC009 M08/M11 A2990 RMK AO2 SLP148 T10831111
SUX,2005-01-07 11:52,-96.3795,42.3917,17.06,14.00,87.53,190.00,11.00,M,29.92,1015.30,7.00,M,OVC,   ,   ,M,900.00,M,M,M,M,M,M,M,M,M,M,3.59,METAR KSUX 071152Z 19011KT 7SM OVC009 M08/M10 A2992 RMK AO2 SLP153 60000 T10831100 11083 21128 53004
SUX,2005-01-07 12:52,-96.3795,42.3917,17.96,15.08,88.27,200.00,9.00,M,29.93,1015.90,9.00,M,OVC,   ,   ,M,900.00,M,M,M,M,M,M,M,M,M,M,6.06,METAR KSUX 071252Z 20009KT 9SM OVC009 M08/M09 A2993 RMK AO2 SLP159 T10781094
SUX,2005-01-07 13:52,-96.3795,42.3917,17.96,14.00,84.20,190.00,10.00,M,29.95,1016.60,9.00,M,OVC,   ,   ,M,900.00,M,M,M,M,M,M,M,M,M,M,5.36,METAR KSUX 071352Z 19010KT 9SM OVC009 M08/M10 A2995 RMK AO2 SLP166 T10781100
SUX,2005-01-07 14:52,-96.3795,42.3917,19.04,15.08,84.27,190.00,9.00,M,29.98,1017.30,6.00,M,OVC,   ,   ,M,900.00,M,M,M,BR,M,M,M,M,M,M,7.40,METAR KSUX 071452Z 19009KT 6SM BR OVC009 M07/M09 A2998 RMK AO2 SLP173 T10721094 53020
SUX,2005-01-07 15:52,-96.3795,42.3917,19.94,15.98,84.33,200.00,9.00,M,30.00,1018.20,6.00,M,OVC,   ,   ,M,900.00,M,M,M,BR,M,M,M,M,M,M,8.52,METAR KSUX 071552Z 20009KT 6SM BR OVC009 M07/M09 A3000 RMK AO2 SLP182 T10671089
SUX,2005-01-07 16:52,-96.3795,42.3917,21.02,17.06,84.41,210.00,8.00,M,30.02,1018.80,6.00,M,OVC,   ,   ,M,900.00,M,M,M,BR,M,M,M,M,M,M,10.59,METAR KSUX 071652Z 21008KT 6SM BR OVC009 M06/M08 A3002 RMK AO2 SLP188 T10611083
SUX,2005-01-07 17:52,-96.3795,42.3917,21.92,17.96,84.47,240.00,9.00,M,30.01,1018.40,6.00,M,OVC,   ,   ,M,900.00,M,M,M,BR,M,M,M,M,M,M,10.98,METAR KSUX 071752Z 24009KT 6SM BR OVC009 M06/M08 A3001 RMK AO2 CIG 009V013 SLP184 T10561078 11056 21083 50011
SUX,2005-01-07 18:52,-96.3795,42.3917,23.00,17.96,80.71,240.00,7.00,M,30.00,1017.80,7.00,M,FEW,   ,   ,M,1300.00,M,M,M,M,M,M,M,M,M,M,13.81,METAR KSUX 071852Z 24007KT 7SM FEW013 M05/M08 A3000 RMK AO2 SLP178 T10501078
